index,teks,aspek,sentimen,waktu
11009,"hai maxim.. saya dlsedikit kerepotan pake maxim. murah sih cuma tolong diperbaiki untuk no sos ga bisa dihubungi, pembayaran pake kaspro tiba2 bisa beralih sendiri ke tunai padahal saldo ada. trus pembayaran dengan kaspro cuma bisa max 2x sehari. tpi saldo kepotong. mau refund daei kaspro ga ada gimana caranya tapi mau pake kaspro ada aja limit di blokir, pemakaian non tunai sudah banyak. padahal cuma 2x. tu kalo ada kendala saya hubungin ke mana ya.. maaf saya jadi tulis disini 🙏🙏🙏",Harga & Tarif,Positif,2024-12-29 03:40:03
11010,"hai maxim.. saya dlsedikit kerepotan pake maxim. murah sih cuma tolong diperbaiki untuk no sos ga bisa dihubungi, pembayaran pake kaspro tiba2 bisa beralih sendiri ke tunai padahal saldo ada. trus pembayaran dengan kaspro cuma bisa max 2x sehari. tpi saldo kepotong. mau refund daei kaspro ga ada gimana caranya tapi mau pake kaspro ada aja limit di blokir, pemakaian non tunai sudah banyak. padahal cuma 2x. tu kalo ada kendala saya hubungin ke mana ya.. maaf saya jadi tulis disini 🙏🙏🙏",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-12-29 03:40:03
11011,"hai maxim.. saya dlsedikit kerepotan pake maxim. murah sih cuma tolong diperbaiki untuk no sos ga bisa dihubungi, pembayaran pake kaspro tiba2 bisa beralih sendiri ke tunai padahal saldo ada. trus pembayaran dengan kaspro cuma bisa max 2x sehari. tpi saldo kepotong. mau refund daei kaspro ga ada gimana caranya tapi mau pake kaspro ada aja limit di blokir, pemakaian non tunai sudah banyak. padahal cuma 2x. tu kalo ada kendala saya hubungin ke mana ya.. maaf saya jadi tulis disini 🙏🙏🙏",Sistem Pembayaran & Promo,Negatif,2024-12-29 03:40:03
11012,"hai maxim.. saya dlsedikit kerepotan pake maxim. murah sih cuma tolong diperbaiki untuk no sos ga bisa dihubungi, pembayaran pake kaspro tiba2 bisa beralih sendiri ke tunai padahal saldo ada. trus pembayaran dengan kaspro cuma bisa max 2x sehari. tpi saldo kepotong. mau refund daei kaspro ga ada gimana caranya tapi mau pake kaspro ada aja limit di blokir, pemakaian non tunai sudah banyak. padahal cuma 2x. tu kalo ada kendala saya hubungin ke mana ya.. maaf saya jadi tulis disini 🙏🙏🙏",Customer Service,Negatif,2024-12-29 03:40:03
11013,"terimakasih abang driver, udah baik",Perilaku & Profesionalisme Driver,Positif,2024-12-29 03:09:45
11014,ok pengemudi bagus,Perilaku & Profesionalisme Driver,Positif,2024-12-29 02:53:28
11015,pelayanan bagus,Umum,Positif,2024-12-29 02:45:06
11016,"kapan sih maxim punya penilaian buat driver, selalu dapet motor yang jelek dan juga lamaaaaaa banget dijalan, harusnya sebagai driver peka lah masa dijalan harus dilama lamain, emang kita pacarnya kah harus dilama lamain, ngga sat set banget, ayolah diperbaiki, lebih seleksi lagi dalam memilih mitra driver maximnya",Kondisi Kendaraan Driver,Negatif,2024-12-29 02:40:08
11017,"kapan sih maxim punya penilaian buat driver, selalu dapet motor yang jelek dan juga lamaaaaaa banget dijalan, harusnya sebagai driver peka lah masa dijalan harus dilama lamain, emang kita pacarnya kah harus dilama lamain, ngga sat set banget, ayolah diperbaiki, lebih seleksi lagi dalam memilih mitra driver maximnya",Perilaku & Profesionalisme Driver,Negatif,2024-12-29 02:40:08
11018,"kapan sih maxim punya penilaian buat driver, selalu dapet motor yang jelek dan juga lamaaaaaa banget dijalan, harusnya sebagai driver peka lah masa dijalan harus dilama lamain, emang kita pacarnya kah harus dilama lamain, ngga sat set banget, ayolah diperbaiki, lebih seleksi lagi dalam memilih mitra driver maximnya",Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-29 02:40:08
11019,cepat dan nyaman,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-29 02:24:05
11020,cepat dan nyaman,Kondisi Kendaraan Driver,Positif,2024-12-29 02:24:05
11021,cepat dan ramah,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-29 02:23:26
11022,cepat dan ramah,Perilaku & Profesionalisme Driver,Positif,2024-12-29 02:23:26
11023,"pengemudi maxim tu pada niat kerja gak sihh,dapet orderan malah ditolak aja,kalo nggk niat mending gak usah jadi driver",Pembatalan oleh Driver,Negatif,2024-12-29 02:12:02
11024,"pengemudi maxim tu pada niat kerja gak sihh,dapet orderan malah ditolak aja,kalo nggk niat mending gak usah jadi driver",Perilaku & Profesionalisme Driver,Negatif,2024-12-29 02:12:02
11025,sangat membantu sekali 👍👍,Umum,Positif,2024-12-29 02:09:02
11026,"Tepat waktu, murah, aman, dan ramah",Ketersediaan Driver (Lama Menunggu),Positif,2024-12-29 02:03:53
11027,"Tepat waktu, murah, aman, dan ramah",Harga & Tarif,Positif,2024-12-29 02:03:53
11028,"Tepat waktu, murah, aman, dan ramah",Perilaku & Profesionalisme Driver,Positif,2024-12-29 02:03:53
11029,Alhamdulillah selalu dapat driver maxim yg ramah.,Perilaku & Profesionalisme Driver,Positif,2024-12-29 01:39:32
11030,"drivernya baik hati,ramah dan tidak sombong josss tenan",Perilaku & Profesionalisme Driver,Positif,2024-12-29 01:24:01
11031,makasi ya bg,Umum,Positif,2024-12-29 01:23:45
11032,"Abang nya baik banget mau nolongin akuu, barang customer yyg ktinggalan disimpen dan gak susah d hubungin.",Perilaku & Profesionalisme Driver,Positif,2024-12-29 01:04:05
11033,cepat dan nyaman,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-29 00:59:18
11034,cepat dan nyaman,Kondisi Kendaraan Driver,Positif,2024-12-29 00:59:18
11035,maapsnya harus di perbaiki,Akurasi GPS & Peta,Negatif,2024-12-29 00:42:00
11036,driver tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-29 00:10:25
11037,Pelayanan sangat baik,Umum,Positif,2024-12-29 00:04:35
11038,"Tolong donkk masuk in provinsi Sumatera Barat, kota Padang Pariaman dan Lubuk Alung 🙏 baliho maxim ini terpampang di sepanjang jalan lubuk Alung sampe kecamatan 2x11 kayu tanam tapi pas di cek di aplikasi Maxim ini untuk kota lubuk Alung dan Padang Pariaman ga ada terdaftar min. Mohon masukkan nama kota tersebut yaa minn. Semoga sukses selalu, aamin 🤲🏻🤲🏻 klo udah dimasukin nanti aku kasih Bintang 5 dech 😁😁🙏",Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 23:47:45
11039,"terima kasih atas bantuannya. semoga Allah mudahkan segala urusannya di perjalanan. baik, ramah, sopan.",Perilaku & Profesionalisme Driver,Positif,2024-12-28 23:47:36
11040,Tiruk jemput atau tujuan kadang tidak tepat,Akurasi GPS & Peta,Negatif,2024-12-28 23:24:06
11041,tepat waktu jemput & antar,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 23:17:34
11042,baik & ramah,Umum,Positif,2024-12-28 22:56:37
11043,Saran saya.. Lebih baik nama pengguna di perlihatkan saat orderan supaya memudahkan driver untuk mencari nama pemesanan aplikasi dan verifikasi data seperti aplikasi ojol sebelah supaya tidak ada penipuan dalam melakukan orderan,UI/UX Aplikasi (Tampilan/Desain),Positif,2024-12-28 22:29:53
11044,Saran saya.. Lebih baik nama pengguna di perlihatkan saat orderan supaya memudahkan driver untuk mencari nama pemesanan aplikasi dan verifikasi data seperti aplikasi ojol sebelah supaya tidak ada penipuan dalam melakukan orderan,Customer Service,Positif,2024-12-28 22:29:53
11045,Sekrang driver maxim Agak pemilihan sma penumpang sudah bgtu kita di suruh cepat cepat dan mengendarai nya pun laju betul seperti gk memikirkan keselamtan penumpang,Perilaku & Profesionalisme Driver,Negatif,2024-12-28 21:22:05
11046,Sekrang driver maxim Agak pemilihan sma penumpang sudah bgtu kita di suruh cepat cepat dan mengendarai nya pun laju betul seperti gk memikirkan keselamtan penumpang,Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 21:22:05
11047,Sekrang driver maxim Agak pemilihan sma penumpang sudah bgtu kita di suruh cepat cepat dan mengendarai nya pun laju betul seperti gk memikirkan keselamtan penumpang,Perilaku & Profesionalisme Driver,Negatif,2024-12-28 21:22:05
11048,driver nya rama dan sopan,Perilaku & Profesionalisme Driver,Positif,2024-12-28 20:56:16
11049,Ku download. Coba pesan maxim car di siantar. Dapt driver malah di cancel. Udah gitu ada drivet terdekat tapi g mau ambil. Aneh. Ya langsung ku hapus. Habisin kuota aja. Nyesal download,Pembatalan oleh Driver,Negatif,2024-12-28 20:49:27
11050,Ku download. Coba pesan maxim car di siantar. Dapt driver malah di cancel. Udah gitu ada drivet terdekat tapi g mau ambil. Aneh. Ya langsung ku hapus. Habisin kuota aja. Nyesal download,Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 20:49:27
11051,Ku download. Coba pesan maxim car di siantar. Dapt driver malah di cancel. Udah gitu ada drivet terdekat tapi g mau ambil. Aneh. Ya langsung ku hapus. Habisin kuota aja. Nyesal download,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-12-28 20:49:27
11052,Ku download. Coba pesan maxim car di siantar. Dapt driver malah di cancel. Udah gitu ada drivet terdekat tapi g mau ambil. Aneh. Ya langsung ku hapus. Habisin kuota aja. Nyesal download,Umum,Negatif,2024-12-28 20:49:27
11053,tidak mengecewakan datang tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 19:01:45
11054,"terima kasih drivernya ramah, sopan, aman sampai rumah.",Perilaku & Profesionalisme Driver,Positif,2024-12-28 18:55:58
11055,ramah dan sopan,Perilaku & Profesionalisme Driver,Positif,2024-12-28 18:49:46
11056,pelayanan nya baik,Customer Service,Positif,2024-12-28 17:35:53
11057,baik cepat dan ramah,Umum,Positif,2024-12-28 17:21:15
11058,pengemudi tidak menyenangkan,Perilaku & Profesionalisme Driver,Negatif,2024-12-28 16:42:43
11059,sangat baik saya sangat senang menggunakan mxsim,Umum,Positif,2024-12-28 16:41:22
11060,"pelayanan yg bagus, orang nya ramah",Perilaku & Profesionalisme Driver,Positif,2024-12-28 16:34:37
11061,"baik, cepat sasaran. nyaman. terima kasih bg haerudin",Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 16:19:26
11062,"baik, cepat sasaran. nyaman. terima kasih bg haerudin",Perilaku & Profesionalisme Driver,Positif,2024-12-28 16:19:26
11063,"baik, cepat sasaran. nyaman. terima kasih bg haerudin",Umum,Positif,2024-12-28 16:19:26
11064,sangat bagus dan cepat udah gitu murah lagi,Umum,Positif,2024-12-28 16:16:19
11065,sangat bagus dan cepat udah gitu murah lagi,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 16:16:19
11066,sangat bagus dan cepat udah gitu murah lagi,Harga & Tarif,Positif,2024-12-28 16:16:19
11067,bagus aja sih cmn kurir kalau belikan pesanan pelanggan tolong ditanya pakai nasi gak itu harus sih 😀 saya pesen sate tapi gak ada nasinya JD kelaparan gak ada nasinya,Kualitas Layanan Pesan Antar (Food/Delivery),Negatif,2024-12-28 16:03:34
11068,bagus aja sih cmn kurir kalau belikan pesanan pelanggan tolong ditanya pakai nasi gak itu harus sih 😀 saya pesen sate tapi gak ada nasinya JD kelaparan gak ada nasinya,Perilaku & Profesionalisme Driver,Negatif,2024-12-28 16:03:34
11069,"Maaf ya baru bisa kasih bintang 2 , ga tau apes apa gimana kalo aku pake Maxim selalu dapet driver yg bar"" di jalan, maaf bgt , pelayanan nya di perbaiki lagi, utk harga pasti byk yg milih Maxim dari pada aplikasi sebelah ,tapi dg ugal"" an di jln tu yg bikin org jadi males aku salah satu nya",Perilaku & Profesionalisme Driver,Negatif,2024-12-28 15:16:48
11070,"Maaf ya baru bisa kasih bintang 2 , ga tau apes apa gimana kalo aku pake Maxim selalu dapet driver yg bar"" di jalan, maaf bgt , pelayanan nya di perbaiki lagi, utk harga pasti byk yg milih Maxim dari pada aplikasi sebelah ,tapi dg ugal"" an di jln tu yg bikin org jadi males aku salah satu nya",Harga & Tarif,Positif,2024-12-28 15:16:48
11071,"Tepat waktu, bagus, dan ok pelayanan nya",Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 14:34:04
11072,"Tepat waktu, bagus, dan ok pelayanan nya",Umum,Positif,2024-12-28 14:34:04
11073,terimakasih sudah antar saya selamat sampai tujuan dan gk bikin peenumpang bosan...,Perilaku & Profesionalisme Driver,Positif,2024-12-28 14:26:32
11074,makin susah cari driver kecuali dinaikkan tarifnya pdhl jarak nya sama titik ambil deket,Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 14:24:45
11075,makin susah cari driver kecuali dinaikkan tarifnya pdhl jarak nya sama titik ambil deket,Harga & Tarif,Netral,2024-12-28 14:24:45
11076,"Alhamdulillah kami puas, drivernya bagus, baik hati.",Perilaku & Profesionalisme Driver,Positif,2024-12-28 14:24:05
11077,"Alhamdulillah kami puas, drivernya bagus, baik hati.",Umum,Positif,2024-12-28 14:24:05
11078,sangat ramah orangnya jujur bertanggung jawab,Perilaku & Profesionalisme Driver,Positif,2024-12-28 14:23:01
11079,pengemudi maxim orangnya jujur dan amanah,Perilaku & Profesionalisme Driver,Positif,2024-12-28 14:13:39
11080,baik tepat waktu,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 14:12:05
11081,bapak ny baik ramah dan aman semoga bnyak rezekinya yha pak,Perilaku & Profesionalisme Driver,Positif,2024-12-28 13:46:36
11082,klo bisa Maxime bisa ngirim foto untuk bgi lokasi biar ga bingung,UI/UX Aplikasi (Tampilan/Desain),Positif,2024-12-28 13:38:38
11083,Sangat berguna bagi saya trimakasih yang telah buat apk ini,Umum,Positif,2024-12-28 13:26:36
11084,terima kasih om Maxim nya ramah dan sopan pokoknya nyaman dech . 🙏🙏,Perilaku & Profesionalisme Driver,Positif,2024-12-28 13:24:44
11085,"harus upgrade lagi ni aplikasi, cuma nguntungin satu pihak, kasian driver di kasi harga murah, alamat ga lengkap, penumpang minta seenak nya.. ga sedikit yang minta bonceng 3 sama bawa barang, bahaya di jalan nya.. harus nya ada rating buat penumpang juga biar adil.",UI/UX Aplikasi (Tampilan/Desain),Negatif,2024-12-28 13:13:07
11086,"harus upgrade lagi ni aplikasi, cuma nguntungin satu pihak, kasian driver di kasi harga murah, alamat ga lengkap, penumpang minta seenak nya.. ga sedikit yang minta bonceng 3 sama bawa barang, bahaya di jalan nya.. harus nya ada rating buat penumpang juga biar adil.",Harga & Tarif,Negatif,2024-12-28 13:13:07
11087,"harus upgrade lagi ni aplikasi, cuma nguntungin satu pihak, kasian driver di kasi harga murah, alamat ga lengkap, penumpang minta seenak nya.. ga sedikit yang minta bonceng 3 sama bawa barang, bahaya di jalan nya.. harus nya ada rating buat penumpang juga biar adil.",Akurasi GPS & Peta,Negatif,2024-12-28 13:13:07
11088,"harus upgrade lagi ni aplikasi, cuma nguntungin satu pihak, kasian driver di kasi harga murah, alamat ga lengkap, penumpang minta seenak nya.. ga sedikit yang minta bonceng 3 sama bawa barang, bahaya di jalan nya.. harus nya ada rating buat penumpang juga biar adil.",Perilaku & Profesionalisme Driver,Negatif,2024-12-28 13:13:07
11089,rekomended buat angkutan maximbox,Umum,Positif,2024-12-28 13:12:59
11090,"Baru 4 hari instal maxim wilayah Lampung, karena di rekomendasi keluarga. Eh,,, kena mental banget sama driver yang gk ramah, pake ngata-ngatain ngomong kasar perihal salah order.",Perilaku & Profesionalisme Driver,Negatif,2024-12-28 13:11:28
11091,Drivernya ramah jg sopan,Perilaku & Profesionalisme Driver,Positif,2024-12-28 13:09:55
11092,"Ramah, cepat nyaman. Top",Perilaku & Profesionalisme Driver,Positif,2024-12-28 13:06:40
11093,"Ramah, cepat nyaman. Top",Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 13:06:40
11094,"Ramah, cepat nyaman. Top",Umum,Positif,2024-12-28 13:06:40
11095,trimakasih pak semoga sehat selalu dan lancar rejekinya,Umum,Positif,2024-12-28 12:57:27
11096,"aplikasi babi, masak sudah naik dalam perjalanan ketujuan tarif tiba2 naik 2x lipat kan gila namanya",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-12-28 12:55:03
11097,"aplikasi babi, masak sudah naik dalam perjalanan ketujuan tarif tiba2 naik 2x lipat kan gila namanya",Harga & Tarif,Negatif,2024-12-28 12:55:03
11098,aman dan sesuai tujuan👍,Umum,Positif,2024-12-28 12:52:05
11099,gimana ini maxim masa order maxim car gak bisa pelayanan nya lambat udah nunggu order 1 jam gak ada yang mau order di cancel terus,Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 12:38:36
11100,gimana ini maxim masa order maxim car gak bisa pelayanan nya lambat udah nunggu order 1 jam gak ada yang mau order di cancel terus,Pembatalan oleh Driver,Negatif,2024-12-28 12:38:36
11101,Ngk bisa login,Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-12-28 12:34:41
11102,mantap driver nya ramah baik juga,Perilaku & Profesionalisme Driver,Positif,2024-12-28 12:27:33
11103,Sangat membantu,Umum,Positif,2024-12-28 12:17:39
11104,Bagus dan Ramah,Umum,Positif,2024-12-28 12:12:56
11105,puas atas pelayanannya,Umum,Positif,2024-12-28 12:05:51
11106,matp bang sehat selalu,Umum,Positif,2024-12-28 12:00:20
11107,cepat dan ramah..drivernya,Ketersediaan Driver (Lama Menunggu),Positif,2024-12-28 11:57:43
11108,cepat dan ramah..drivernya,Perilaku & Profesionalisme Driver,Positif,2024-12-28 11:57:43
11109,"wooy kontolll, gw habis top up by m banking, kenapa saldo gw masih 0. gw biasa top up ke gojek aja langsung masuk. masa di maxim tetap 0 ga ada perubahan. kalo gagal masih maklum. ini sukses lo",Sistem Pembayaran & Promo,Negatif,2024-12-28 11:52:49
11110,"wooy kontolll, gw habis top up by m banking, kenapa saldo gw masih 0. gw biasa top up ke gojek aja langsung masuk. masa di maxim tetap 0 ga ada perubahan. kalo gagal masih maklum. ini sukses lo",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2024-12-28 11:52:49
11111,layanan yang bagus,Umum,Positif,2024-12-28 11:48:35
11112,sangat memuaskan,Umum,Positif,2024-12-28 11:40:56
11113,"Order telah dipenuhi oleh: Natalino Kaet dengan Toyota Avanza, warna abu-abu, nopol DH1790AV. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.85)",Perilaku & Profesionalisme Driver,Positif,2024-12-28 11:36:19
11114,"Order telah dipenuhi oleh: Natalino Kaet dengan Toyota Avanza, warna abu-abu, nopol DH1790AV. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.85)",Umum,Positif,2024-12-28 11:36:19
11115,sangat membantu dan pelayanan nya ok banget,Umum,Positif,2024-12-28 11:33:13
11116,sangat membantu dan pelayanan nya ok banget,Customer Service,Positif,2024-12-28 11:33:13
11117,Bintang satu gegara order di kota Bau Bau dari tadi hanya ada laporan disrankan sabar yaterus trrus tawarkan ke Driver teruuussssss,Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 11:23:04
11118,sangat memuaskan,Umum,Positif,2024-12-28 11:22:28
11119,harga lebih murah dari aplikasi lain,Harga & Tarif,Positif,2024-12-28 11:20:34
11120,"Secara layanan dan drivernya selama saya gunakan, alhamdulillah bagus. Cuma yang di sayangkan adalah map yang ga sesuai dengan yang dituju. Tolong pihak maxim segera perbaiki, soalnya riskan banget kalau map sampai salah salah terus sama titik lokasi tujuan",Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2024-12-28 10:41:31
11121,"Secara layanan dan drivernya selama saya gunakan, alhamdulillah bagus. Cuma yang di sayangkan adalah map yang ga sesuai dengan yang dituju. Tolong pihak maxim segera perbaiki, soalnya riskan banget kalau map sampai salah salah terus sama titik lokasi tujuan",Perilaku & Profesionalisme Driver,Positif,2024-12-28 10:41:31
11122,"Secara layanan dan drivernya selama saya gunakan, alhamdulillah bagus. Cuma yang di sayangkan adalah map yang ga sesuai dengan yang dituju. Tolong pihak maxim segera perbaiki, soalnya riskan banget kalau map sampai salah salah terus sama titik lokasi tujuan",Akurasi GPS & Peta,Negatif,2024-12-28 10:41:31
11123,Payah banget tiap mau kirim barang selalu dapat driver yang jauh. Kasihan drivernya ambilnya jauh anternya dekat. Di map driver juga tidak bisa dicek sampai mana. Tolong perbaiki lagi map-nya. Susah ngepasin titik kalo pas kirim barang,Ketersediaan Driver (Lama Menunggu),Negatif,2024-12-28 10:39:00
